student_name,topic,Note,prompt_id,line_id,n_ones,Order,AssignmentN,Code,Timing,submission_n,submission_id
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",8,1,2,2,2,Critique,Early,8,1_2_8
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",10,1,2,2,2,Critique,Early,10,1_2_10
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",1,1,1,3,2,Specification,Early,1,1_2_1
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",1,2,1,1,2,Specification,Early,1,1_2_1
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",1,3,1,1,2,Context,Early,1,1_2_1
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",1,3,1,2,2,Specification,Early,1,1_2_1
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",1,4,1,1,2,Context,Early,1,1_2_1
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",1,4,1,2,2,Specification,Early,1,1_2_1
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",1,5,1,1,2,Instruct,Early,1,1_2_1
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",1,5,1,2,2,Specification,Early,1,1_2_1
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",1,6,1,1,2,Specification,Early,1,1_2_1
1,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat, in spanish",1,6,1,2,2,Instruct,Early,1,1_2_1
1,SNA25-TNA Assignment (PDF)-728072,,1,1,1,1,3,Instruct,Late,1,1_3_1
1,SNA25-TNA Assignment (PDF)-728072,,1,1,1,2,3,Specification,Late,1,1_3_1
1,SNA25-TNA Assignment (PDF)-728072,,1,1,1,3,3,Context,Late,1,1_3_1
1,SNA25-TNA Assignment (PDF)-728072,,1,2,1,1,3,Specification,Late,1,1_3_1
1,SNA25-TNA Assignment (PDF)-728072,,1,3,1,1,3,Specification,Late,1,1_3_1
1,SNA25-TNA Assignment (PDF)-728072,,1,4,1,1,3,Instruct,Late,1,1_3_1
1,SNA25-TNA Assignment (PDF)-728072,,1,4,1,2,3,Specification,Late,1,1_3_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,1,4,Positive emotion,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,2,1,1,4,Instruct,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,2,1,2,4,Context,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,3,1,1,4,Instruct,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,3,1,2,4,Specification,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,3,1,3,4,Context,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,4,1,1,4,Instruct,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,4,1,2,4,Refine,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,5,1,1,4,Instruct,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,5,1,2,4,Reasoning,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,6,1,1,4,Instruct,Late,1,1_4_1
1,SNA25-Final project (Grades=30) Only PDF-716961,,1,7,1,1,4,Instruct,Late,1,1_4_1
2,SNA25-Plot and generate networks with AI-716920,,1,1,1,1,1,Instruct,Early,1,2_1_1
2,SNA25-Plot and generate networks with AI-716920,,1,1,1,2,1,Specification,Early,1,2_1_1
2,SNA25-Plot and generate networks with AI-716920,,1,2,1,1,1,Context,Early,1,2_1_1
2,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat",1,1,1,1,2,Instruct,Early,1,2_2_1
2,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat",1,1,1,2,2,Specification,Early,1,2_2_1
2,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat",1,2,1,1,2,Instruct,Early,1,2_2_1
2,SNA25-Centrality measurers-716932,"Not in pdf, in shared chat",1,2,1,2,2,Specification,Early,1,2_2_1
2,SNA25-TNA Assignment (PDF)-728072,,1,1,1,1,3,Instruct,Late,1,2_3_1
2,SNA25-TNA Assignment (PDF)-728072,,1,1,1,2,3,Specification,Late,1,2_3_1
2,SNA25-TNA Assignment (PDF)-728072,,1,2,1,1,3,Specification,Late,1,2_3_1
2,SNA25-TNA Assignment (PDF)-728072,,1,3,1,1,3,Specification,Late,1,2_3_1
2,SNA25-TNA Assignment (PDF)-728072,,1,4,1,1,3,Context,Late,1,2_3_1
2,SNA25-TNA Assignment (PDF)-728072,,1,5,1,1,3,Specification,Late,1,2_3_1
2,SNA25-TNA Assignment (PDF)-728072,,1,6,1,1,3,Specification,Late,1,2_3_1
2,SNA25-TNA Assignment (PDF)-728072,,1,7,1,1,3,Specification,Late,1,2_3_1
2,SNA25-TNA Assignment (PDF)-728072,,1,8,1,1,3,Specification,Late,1,2_3_1
2,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,1,4,Instruct,Late,1,2_4_1
2,SNA25-Final project (Grades=30) Only PDF-716961,,2,1,2,1,4,Agreement,Late,2,2_4_2
2,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,2,4,Context,Late,1,2_4_1
2,SNA25-Final project (Grades=30) Only PDF-716961,,1,2,1,1,4,Context,Late,1,2_4_1
2,SNA25-Final project (Grades=30) Only PDF-716961,,1,3,1,1,4,Instruct,Late,1,2_4_1
2,SNA25-Final project (Grades=30) Only PDF-716961,,1,3,1,2,4,Specification,Late,1,2_4_1
2,SNA25-Final project (Grades=30) Only PDF-716961,,1,3,1,3,4,Reasoning,Late,1,2_4_1
2,SNA25-Final project (Grades=30) Only PDF-716961,,1,4,1,1,4,Instruct,Late,1,2_4_1
2,SNA25-Final project (Grades=30) Only PDF-716961,,1,5,1,1,4,Specification,Late,1,2_4_1
2,SNA25-Final project (Grades=30) Only PDF-716961,,1,6,1,1,4,Specification,Late,1,2_4_1
3,SNA25-Plot and generate networks with AI-716920,,1,1,1,1,1,Instruct,Early,1,3_1_1
3,SNA25-Plot and generate networks with AI-716920,,1,1,1,2,1,Specification,Early,1,3_1_1
3,SNA25-Plot and generate networks with AI-716920,,1,2,1,1,1,Specification,Early,1,3_1_1
3,SNA25-Plot and generate networks with AI-716920,,1,3,1,1,1,Specification,Early,1,3_1_1
3,SNA25-Plot and generate networks with AI-716920,,1,4,1,1,1,Specification,Early,1,3_1_1
3,SNA25-Plot and generate networks with AI-716920,,1,5,1,1,1,Specification,Early,1,3_1_1
3,SNA25-Plot and generate networks with AI-716920,,1,6,1,1,1,Specification,Early,1,3_1_1
3,SNA25-Plot and generate networks with AI-716920,,1,7,1,1,1,Specification,Early,1,3_1_1
3,SNA25-Plot and generate networks with AI-716920,,1,8,1,1,1,Context,Early,1,3_1_1
3,SNA25-Plot and generate networks with AI-716920,,1,8,1,2,1,Specification,Early,1,3_1_1
3,SNA25-Centrality measurers-716932,,1,1,1,1,2,Instruct,Early,1,3_2_1
3,SNA25-Centrality measurers-716932,,2,1,2,1,2,Agreement,Early,2,3_2_2
3,SNA25-Centrality measurers-716932,,3,1,3,1,2,Agreement,Early,3,3_2_3
3,SNA25-Centrality measurers-716932,,4,1,4,1,2,Agreement,Early,4,3_2_4
3,SNA25-Centrality measurers-716932,,2,1,2,2,2,Positive emotion,Early,2,3_2_2
3,SNA25-Centrality measurers-716932,,3,1,3,2,2,Positive emotion,Early,3,3_2_3
3,SNA25-Centrality measurers-716932,,4,1,4,2,2,Positive emotion,Early,4,3_2_4
3,SNA25-Centrality measurers-716932,,2,1,2,3,2,Positive emotion,Early,2,3_2_2
3,SNA25-Centrality measurers-716932,,3,1,3,3,2,Positive emotion,Early,3,3_2_3
3,SNA25-Centrality measurers-716932,,4,1,4,3,2,Positive emotion,Early,4,3_2_4
3,SNA25-Centrality measurers-716932,,1,2,1,1,2,Context,Early,1,3_2_1
3,SNA25-Centrality measurers-716932,,2,2,2,1,2,Refine,Early,2,3_2_2
3,SNA25-Centrality measurers-716932,,3,2,3,1,2,Positive emotion,Early,3,3_2_3
3,SNA25-Centrality measurers-716932,,1,2,1,2,2,Specification,Early,1,3_2_1
3,SNA25-Centrality measurers-716932,,3,2,3,2,2,Critique,Early,3,3_2_3
3,SNA25-Centrality measurers-716932,,1,3,1,1,2,Specification,Early,1,3_2_1
3,SNA25-Centrality measurers-716932,,2,3,2,1,2,Refine,Early,2,3_2_2
3,SNA25-Centrality measurers-716932,,3,3,3,1,2,Refine,Early,3,3_2_3
3,SNA25-Centrality measurers-716932,,3,3,3,2,2,Instruct,Early,3,3_2_3
3,SNA25-Centrality measurers-716932,,3,3,3,3,2,Specification,Early,3,3_2_3
3,SNA25-Centrality measurers-716932,,2,4,2,1,2,Critique,Early,2,3_2_2
3,SNA25-Centrality measurers-716932,,3,4,3,1,2,Instruct,Early,3,3_2_3
3,SNA25-Centrality measurers-716932,,3,4,3,2,2,Specification,Early,3,3_2_3
3,SNA25-Centrality measurers-716932,,2,5,2,1,2,Instruct,Early,2,3_2_2
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,1,1,1,3,Instruct,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,2,1,2,1,3,Specification,Late,2,3_3_2
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,1,1,2,3,Specification,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,1,1,3,3,Context,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,2,1,1,3,Instruct,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,3,1,1,3,Specification,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,4,1,1,3,Specification,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,5,1,1,3,Specification,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,6,1,1,3,Specification,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,6,1,2,3,Reasoning,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,7,1,1,3,Instruct,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,7,1,2,3,Specification,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,8,1,1,3,Specification,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,9,1,1,3,Context,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,9,1,2,3,Reasoning,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,9,1,3,3,Specification,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,10,1,1,3,Instruct,Late,1,3_3_1
3,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,10,1,2,3,Specification,Late,1,3_3_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,1,1,1,4,Instruct,Late,1,3_4_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,1,1,2,4,Context,Late,1,3_4_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,2,1,1,4,Specification,Late,1,3_4_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,3,1,1,4,Specification,Late,1,3_4_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,4,1,1,4,Context,Late,1,3_4_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,5,1,1,4,Context,Late,1,3_4_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,6,1,1,4,Context,Late,1,3_4_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,7,1,1,4,Specification,Late,1,3_4_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,8,1,1,4,Specification,Late,1,3_4_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,9,1,1,4,Specification,Late,1,3_4_1
3,SNA25-Final project (Grades=30) Only PDF-716961,typed from the screenshot,1,10,1,1,4,Specification,Late,1,3_4_1
4,SNA25-Plot and generate networks with AI-716920,,1,1,1,1,1,Instruct,Early,1,4_1_1
4,SNA25-Plot and generate networks with AI-716920,,1,1,1,2,1,Context,Early,1,4_1_1
4,SNA25-Plot and generate networks with AI-716920,,1,2,1,1,1,Instruct,Early,1,4_1_1
4,SNA25-Plot and generate networks with AI-716920,,1,2,1,2,1,Context,Early,1,4_1_1
4,SNA25-Plot and generate networks with AI-716920,,1,3,1,1,1,Specification,Early,1,4_1_1
4,SNA25-Plot and generate networks with AI-716920,,1,4,1,1,1,Instruct,Early,1,4_1_1
4,SNA25-Centrality measurers-716932,,1,1,1,1,2,Instruct,Early,1,4_2_1
4,SNA25-Centrality measurers-716932,,2,1,2,1,2,Instruct,Early,2,4_2_2
4,SNA25-Centrality measurers-716932,,3,1,2,1,2,Refine,Early,3,4_2_3
4,SNA25-Centrality measurers-716932,,1,1,1,2,2,Specification,Early,1,4_2_1
4,SNA25-Centrality measurers-716932,,2,1,2,2,2,Specification,Early,2,4_2_2
4,SNA25-Centrality measurers-716932,,1,2,1,1,2,Instruct,Early,1,4_2_1
4,SNA25-Centrality measurers-716932,,1,2,1,2,2,Context,Early,1,4_2_1
4,SNA25-Centrality measurers-716932,,1,3,1,1,2,Reasoning,Early,1,4_2_1
4,SNA25-Centrality measurers-716932,,1,4,1,1,2,Instruct,Early,1,4_2_1
4,SNA25-TNA Assignment (PDF)-728072,,1,1,1,1,3,Instruct,Late,1,4_3_1
4,SNA25-TNA Assignment (PDF)-728072,,1,1,1,2,3,Context,Late,1,4_3_1
4,SNA25-TNA Assignment (PDF)-728072,,1,2,1,1,3,Specification,Late,1,4_3_1
4,SNA25-TNA Assignment (PDF)-728072,,1,3,1,1,3,Specification,Late,1,4_3_1
4,SNA25-TNA Assignment (PDF)-728072,,1,4,1,1,3,Specification,Late,1,4_3_1
5,SNA25-Plot and generate networks with AI-716920,,1,1,1,1,1,Instruct,Early,1,5_1_1
5,SNA25-Plot and generate networks with AI-716920,,2,1,2,1,1,Instruct,Early,2,5_1_2
5,SNA25-Plot and generate networks with AI-716920,,3,1,2,1,1,Instruct,Early,3,5_1_3
5,SNA25-Plot and generate networks with AI-716920,,1,1,1,2,1,Context,Early,1,5_1_1
5,SNA25-Plot and generate networks with AI-716920,,2,1,2,2,1,Critique,Early,2,5_1_2
5,SNA25-Plot and generate networks with AI-716920,,3,1,2,2,1,Critique,Early,3,5_1_3
5,SNA25-Plot and generate networks with AI-716920,,1,1,1,3,1,Specification,Early,1,5_1_1
5,SNA25-Plot and generate networks with AI-716920,,1,2,1,1,1,Context,Early,1,5_1_1
5,SNA25-Plot and generate networks with AI-716920,,1,2,1,2,1,Specification,Early,1,5_1_1
5,SNA25-Centrality measurers-716932,,1,1,1,1,2,Instruct,Early,1,5_2_1
5,SNA25-Centrality measurers-716932,,1,1,1,2,2,Specification,Early,1,5_2_1
5,SNA25-Centrality measurers-716932,,1,2,1,1,2,Specification,Early,1,5_2_1
5,SNA25-Centrality measurers-716932,,1,3,1,1,2,Specification,Early,1,5_2_1
5,SNA25-Centrality measurers-716932,,1,4,1,1,2,Instruct,Early,1,5_2_1
5,SNA25-Centrality measurers-716932,,1,5,1,1,2,Specification,Early,1,5_2_1
5,SNA25-Centrality measurers-716932,,1,6,1,1,2,Specification,Early,1,5_2_1
5,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,1,1,1,3,Instruct,Late,1,5_3_1
5,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,2,1,2,1,3,Instruct,Late,2,5_3_2
5,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,1,1,2,3,Specification,Late,1,5_3_1
5,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,2,1,2,2,3,Specification,Late,2,5_3_2
5,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,2,1,1,3,Specification,Late,1,5_3_1
5,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,3,1,1,3,Specification,Late,1,5_3_1
6,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,1,1,1,1,Instruct,Early,1,6_1_1
6,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,1,1,2,1,Context,Early,1,6_1_1
6,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,2,1,1,1,Specification,Early,1,6_1_1
6,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,3,1,1,1,Specification,Early,1,6_1_1
6,SNA25-Plot and generate networks with AI-716920,typed from the screenshot,1,3,1,2,1,Context,Early,1,6_1_1
6,SNA25-Centrality measurers-716932,,1,1,1,1,2,Instruct,Early,1,6_2_1
6,SNA25-Centrality measurers-716932,,2,1,2,1,2,Positive emotion,Early,2,6_2_2
6,SNA25-Centrality measurers-716932,,1,1,1,2,2,Specification,Early,1,6_2_1
6,SNA25-Centrality measurers-716932,,2,1,2,2,2,Instruct,Early,2,6_2_2
6,SNA25-Centrality measurers-716932,,1,2,1,1,2,Specification,Early,1,6_2_1
6,SNA25-Centrality measurers-716932,,1,3,1,1,2,Instruct,Early,1,6_2_1
6,SNA25-Centrality measurers-716932,,1,3,1,2,2,Specification,Early,1,6_2_1
6,SNA25-Centrality measurers-716932,,1,4,1,1,2,Specification,Early,1,6_2_1
6,SNA25-Centrality measurers-716932,,1,5,1,1,2,Positive emotion,Early,1,6_2_1
6,SNA25-Centrality measurers-716932,,1,5,1,2,2,Instruct,Early,1,6_2_1
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,1,1,1,3,Instruct,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,,2,1,2,1,3,Instruct,Late,2,6_3_2
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,1,1,2,3,Context,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,,2,1,2,2,3,Positive emotion,Late,2,6_3_2
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,2,1,1,3,Specification,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,3,1,1,3,Specification,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,4,1,1,3,Specification,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,5,1,1,3,Specification,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,6,1,1,3,Context,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,7,1,1,3,Specification,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,8,1,1,3,Specification,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,9,1,1,3,Reasoning,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,9,1,2,3,Context,Late,1,6_3_1
6,SNA25-TNA Assignment (PDF)-728072,typed from the screenshot,1,9,1,3,3,Specification,Late,1,6_3_1
7,SNA25-Plot and generate networks with AI-716920,,1,1,1,1,1,Instruct,Early,1,7_1_1
7,SNA25-Plot and generate networks with AI-716920,,2,1,1,1,1,Instruct,Early,2,7_1_2
7,SNA25-Plot and generate networks with AI-716920,,3,1,1,1,1,Positive emotion,Early,3,7_1_3
7,SNA25-Plot and generate networks with AI-716920,,4,1,2,1,1,Positive emotion,Early,4,7_1_4
7,SNA25-Plot and generate networks with AI-716920,,5,1,2,1,1,Positive emotion,Early,5,7_1_5
7,SNA25-Plot and generate networks with AI-716920,,6,1,3,1,1,Agreement,Early,6,7_1_6
7,SNA25-Plot and generate networks with AI-716920,,2,1,1,2,1,Specification,Early,2,7_1_2
7,SNA25-Plot and generate networks with AI-716920,,3,1,1,2,1,Positive emotion,Early,3,7_1_3
7,SNA25-Plot and generate networks with AI-716920,,4,1,2,2,1,Positive emotion,Early,4,7_1_4
7,SNA25-Plot and generate networks with AI-716920,,5,1,2,2,1,Positive emotion,Early,5,7_1_5
7,SNA25-Plot and generate networks with AI-716920,,6,1,3,2,1,Positive emotion,Early,6,7_1_6
7,SNA25-Plot and generate networks with AI-716920,,4,1,2,3,1,Critique,Early,4,7_1_4
7,SNA25-Plot and generate networks with AI-716920,,5,1,2,3,1,Refine,Early,5,7_1_5
7,SNA25-Plot and generate networks with AI-716920,,6,1,3,3,1,Positive emotion,Early,6,7_1_6
7,SNA25-Plot and generate networks with AI-716920,,3,2,1,1,1,Instruct,Early,3,7_1_3
7,SNA25-Plot and generate networks with AI-716920,,5,2,2,1,1,Reasoning,Early,5,7_1_5
7,SNA25-Plot and generate networks with AI-716920,,6,2,3,1,1,Instruct,Early,6,7_1_6
7,SNA25-Plot and generate networks with AI-716920,,3,2,1,2,1,Specification,Early,3,7_1_3
7,SNA25-Plot and generate networks with AI-716920,,6,2,3,2,1,Specification,Early,6,7_1_6
7,SNA25-Plot and generate networks with AI-716920,,3,2,1,3,1,Critique,Early,3,7_1_3
7,SNA25-Plot and generate networks with AI-716920,,6,2,3,3,1,Reasoning,Early,6,7_1_6
7,SNA25-Plot and generate networks with AI-716920,,3,3,1,1,1,Instruct,Early,3,7_1_3
7,SNA25-Plot and generate networks with AI-716920,,5,3,2,1,1,Instruct,Early,5,7_1_5
7,SNA25-Plot and generate networks with AI-716920,,3,3,1,2,1,Critique,Early,3,7_1_3
7,SNA25-Plot and generate networks with AI-716920,,5,3,2,2,1,Specification,Early,5,7_1_5
7,SNA25-Centrality measurers-716932,,1,1,1,1,2,Context,Early,1,7_2_1
7,SNA25-Centrality measurers-716932,"not in pdf, in shared chat",2,1,2,1,2,Agreement,Early,2,7_2_2
7,SNA25-Centrality measurers-716932,"not in pdf, in shared chat",3,1,2,1,2,Instruct,Early,3,7_2_3
7,SNA25-Centrality measurers-716932,,1,2,1,1,2,Instruct,Early,1,7_2_1
7,SNA25-Centrality measurers-716932,,1,2,1,2,2,Specification,Early,1,7_2_1
7,SNA25-Centrality measurers-716932,,1,3,1,1,2,Specification,Early,1,7_2_1
7,SNA25-Centrality measurers-716932,,1,4,1,1,2,Specification,Early,1,7_2_1
7,SNA25-Centrality measurers-716932,,1,5,1,1,2,Instruct,Early,1,7_2_1
7,SNA25-Centrality measurers-716932,,1,5,1,2,2,Specification,Early,1,7_2_1
7,SNA25-Centrality measurers-716932,,1,6,1,1,2,Reasoning,Early,1,7_2_1
7,SNA25-Centrality measurers-716932,,1,7,1,1,2,Refine,Early,1,7_2_1
7,SNA25-Centrality measurers-716932,,1,8,1,1,2,Refine,Early,1,7_2_1
7,SNA25-TNA Assignment (PDF)-728072,,1,1,1,1,3,Refine,Late,1,7_3_1
7,SNA25-TNA Assignment (PDF)-728072,,2,1,1,1,3,Refine,Late,2,7_3_2
7,SNA25-TNA Assignment (PDF)-728072,,1,1,1,2,3,Context,Late,1,7_3_1
7,SNA25-TNA Assignment (PDF)-728072,,2,1,1,2,3,Positive emotion,Late,2,7_3_2
7,SNA25-TNA Assignment (PDF)-728072,,2,2,1,1,3,Context,Late,2,7_3_2
7,SNA25-TNA Assignment (PDF)-728072,,2,3,1,1,3,Instruct,Late,2,7_3_2
7,SNA25-TNA Assignment (PDF)-728072,,2,3,1,2,3,Specification,Late,2,7_3_2
7,SNA25-TNA Assignment (PDF)-728072,,2,4,1,1,3,Specification,Late,2,7_3_2
7,SNA25-TNA Assignment (PDF)-728072,,2,5,1,1,3,Specification,Late,2,7_3_2
7,SNA25-TNA Assignment (PDF)-728072,,2,6,1,1,3,Refine,Late,2,7_3_2
7,SNA25-TNA Assignment (PDF)-728072,,2,7,1,1,3,Refine,Late,2,7_3_2
7,SNA25-Final project (Grades=30) Only PDF-716961,,1,1,1,1,4,Context,Late,1,7_4_1
7,SNA25-Final project (Grades=30) Only PDF-716961,,2,1,2,1,4,Agreement,Late,2,7_4_2
7,SNA25-Final project (Grades=30) Only PDF-716961,,3,1,3,1,4,Agreement,Late,3,7_4_3
7,SNA25-Final project (Grades=30) Only PDF-716961,,4,1,3,1,4,Positive emotion,Late,4,7_4_4
7,SNA25-Final project (Grades=30) Only PDF-716961,,5,1,3,1,4,Instruct,Late,5,7_4_5
7,SNA25-Final project (Grades=30) Only PDF-716961,,3,1,3,2,4,Instruct,Late,3,7_4_3
7,SNA25-Final project (Grades=30) Only PDF-716961,,4,1,3,2,4,Refine,Late,4,7_4_4
